OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,SHAPE_Length,SHAPE_Area
16195,7945,Saltpeter,Wildfire Daily Fire Perimeter,Hand Sketch,75,2023/04/17 13:03:48+00,2023/04/20 20:07:17+00,2023/04/17 04:02:59+00,{3256D7C3-F59E-4FD3-86EC-145332419750},,165.8499143,{6D90AD3F-E97A-4970-B426-843168412FA7},2023 NIFS,28024312,,FIREREPORTING,,2023/04/17 19:30:00+00,2023/04/18 20:00:00+00,wildcad,170,75,ARAOC,15000,,,,,Minimal,,Smoldering,,Natural,,,P6ZQ,,2023/04/16 23:03:00+00,Type 5 Incident,2023/04/25 19:23:00+00,0,100,0,0,PP,1522,SACC,2023/04/19 15:03:41+00,2023/04/19 12:00:00+00,2023/04/19 14:45:00+00,F,Type 5 IC,Saltpeter,Between Hwy 14 and Salt Peter,WF,FI,36.07933,-92.48619,150,,{3256D7C3-F59E-4FD3-86EC-145332419750},,0,1,0,0,0,0,924,wildcad,0,100,,Marion,ARAOC,5089,NPS,ARBUP,,NPS,Federal,,,,,,,SA17B,NPS,ARBUP,US-AR,,,Timber (Litter and Understory),,,2023-ARBUP-000924,,No Decision,,,,2023/04/17 13:03:34+00,2023/05/01 18:40:51+00,IRWIN,0,,,{93765D2F-7848-41F9-AF06-B5C8A2554025},{C3FCC039-866E-420A-95B8-0BA89A089EFE},0.049855989,-6.71E-05
16198,16420,Squirrel Tree ,Wildfire Final Fire Perimeter,Hand Sketch,0.1,2023/04/20 19:50:38+00,2023/04/20 19:50:38+00,2023/04/20 19:50:38+00,{1BFCCD53-4442-4368-9D1B-33841F39F14C},{2DC11939-E4D9-4755-8882-6F00440AAA02},749.9894628,,FFP,1757277,,CERTIFIED,,2023/03/02 18:59:59+00,2023/03/02 19:57:00+00,wildcad,700,,ARAOC,,,,,2023/04/20 19:50:35+00,,,,,,,,P5QS,,2023/03/01 20:29:59+00,Type 4 Incident,2023/04/20 19:49:58+00,,,,,PP,1522,SACC,,,,,,Squirrel Tree WF,,WF,FI,35.97294,-92.79993,,2023/03/01 22:30:00+00,,0,,1,,,0,,397,ics209,,,,Searcy,ARAOC,5129,NPS,ARBUP,,NPS,Federal,,,,,,,,NPS,ARBUP,US-AR,Timber,TL6,,,,2023-ARBUP-000397,{2DC11939-E4D9-4755-8882-6F00440AAA02},,,,,2023/03/01 22:09:56+00,2023/03/06 15:47:47+00,FODR,,,,{1F4A0A36-A9A4-41A5-B155-7AD2924C1B2E},{4196F2FE-DB58-4B4B-BA07-BA0674C1392F},0.091022712,-0.000303278
16201,16419,Red Bluff,Wildfire Final Fire Perimeter,Hand Sketch,0.1,2023/04/20 19:09:04+00,2023/04/20 19:09:04+00,2023/04/20 19:09:02+00,{9018A80D-1F77-4A03-A3F6-08E5EDF954F2},{FB04FC1B-F90E-4CEE-8DCA-6A36B20EAD17},274.0727547,,FFP,1757283,,CERTIFIED,0.01,2023/03/02 16:50:00+00,2023/03/02 20:51:00+00,wildcad,98.29,,ARAOC,,,,,2023/04/20 19:09:00+00,,,,,,,,P5P9,,2023/03/01 20:00:00+00,,2023/04/20 19:08:08+00,,,,,PP,1522,SACC,,,,,,Red Bluff,,WF,FI,35.98042,-92.81778,,2023/03/01 22:30:00+00,,0,,1,,,0,,398,wildcad,,,,Searcy,ARAOC,5129,NPS,ARBUP,,NPS,Federal,,,,,,,,NPS,ARBUP,US-AR,Timber,TL6,,,,2023-ARBUP-000398,{FB04FC1B-F90E-4CEE-8DCA-6A36B20EAD17},,,,,2023/03/01 23:42:45+00,2023/03/02 22:04:53+00,FODR,,,,{E1958446-973D-4C10-9339-1CC0469BF912},{61535417-B5BD-4781-831E-B3871C22A76D},0.044616654,-0.00011084
16208,16418,Miss White,Wildfire Final Fire Perimeter,Hand Sketch,0.1,2023/04/20 19:05:57+00,2023/04/20 19:05:57+00,2023/04/20 19:05:56+00,{88AC45CF-39DB-4571-AC80-9167411148A8},{2629DC9D-BB88-40C8-82C8-70CCAC6D805D},363.6176295,,FFP,1757257,,CERTIFIED,363.62,2023/03/02 00:00:00+00,2023/03/04 21:59:59+00,wildcad,363.62,,ARAOC,,,,,2023/04/20 19:05:53+00,,,,,,,,P5P6,,2023/03/01 17:00:00+00,Type 5 Incident,2023/04/20 19:05:27+00,,,,,PP,1522,SACC,,,,,,Miss White,,WF,FI,35.96355,-92.83896,,2023/03/01 17:58:00+00,,0,,0,,,0,,393,wildcad,,,,Searcy,ARAOC,5129,NPS,ARBUP,,NPS,Federal,,,,,,,,NPS,ARBUP,US-AR,Timber,TL6,,,,2023-ARBUP-000393,{2629DC9D-BB88-40C8-82C8-70CCAC6D805D},,,,,2023/03/01 17:00:51+00,2023/03/12 22:26:57+00,FODR,,,,{9B73E056-15BA-4663-8B78-5576069F2924},{F5436B44-F088-4945-A918-F40519D57B01},0.054999122,-0.000147016
16210,5818,ZINK,Wildfire Daily Fire Perimeter,Image Interpretation,10800,2023/04/04 00:07:03+00,2023/04/20 20:42:48+00,2023/04/01 00:00:00+00,{A06771B7-3084-433A-AB04-6E648110563C},,11286.59187,{1C54B27A-887B-4A65-B7B8-E09DFF4CCE16},2023 NIFS,28022118,,FIREREPORTING,,2023/04/10 15:59:59+00,2023/05/01 12:59:59+00,wildcad,12498,10800,ARAOC,55000,,,,,Minimal,,Wind Driven Runs,Uphill Runs,Human,,,P6CV,,2023/03/31 18:59:59+00,Type 3 Incident,2023/05/01 12:59:59+00,0,100,0,0,PA,1522,SACC,2023/04/10 16:36:58+00,2023/04/06 12:59:59+00,2023/04/10 15:00:00+00,F,Type 3 IC,ZINK,"Zink Ranch, OK",WF,FI,36.30688,-96.20493,610,,{A06771B7-3084-433A-AB04-6E648110563C},,0,1,0,0,0,0,752,wildcad,100,100,,Osage,ARAOC,40113,BIA,OKOSA,,BIA,Federal,,,,,,,SA03,BIA,OKOSA,US-OK,,,Tall Grass (2.5 feet),Timber (Litter and Understory),53,2023-OKOSA-000752,,No Decision,,,,2023/04/04 00:06:49+00,2023/05/01 14:05:41+00,IRWIN,0,,,{A66070E8-BE7D-4EDC-BE53-41F4A7219484},{68BC4130-AFA2-4946-9438-1825E821D492},0.981074134,-0.004584106
16211,7326,Bravo,Wildfire Daily Fire Perimeter,Image Interpretation,303,2023/04/13 02:10:33+00,2023/04/20 21:33:46+00,2023/04/12 22:50:00+00,{DA21AB0C-DF7F-4DCE-B3AE-55045BFF5B00},,305.4575781,{5F662805-6362-451D-B640-204447D805D7},2023 NIFS,28023657,,DEFAULT,,,,INFORM_Mobile,303,,MIMISC,35000,,,,,Minimal,,Smoldering,,Human,Debris and open burning,,,,2023/04/12 17:50:00+00,Type 4 Incident,,0,100,0,0,,,EACC,2023/04/17 22:46:44+00,2023/04/14 21:30:00+00,2023/04/17 21:59:59+00,F,Type 4 IC,Bravo,"6 miles S of Fennville, MI",WF,FI,,,,,{DA21AB0C-DF7F-4DCE-B3AE-55045BFF5B00},,0,,,,,0,31002,INFORM_Mobile,100,100,,Allegan,MIMIDC,26005,DNR,MIMIS,,State,Other,,,,,,,EA08,DNR,MIMIS,US-MI,,,Hardwood Litter,Medium Logging Slash,1,2023-MIMIS-031002,,No Decision,,,,2023/04/13 02:10:29+00,2023/05/27 00:14:11+00,IRWIN,0,,,{A78CC181-3A68-4517-969A-0A52301D8CBE},{7B509FBC-1DBD-4C0B-A794-5073A657F91E},0.067801645,-0.000135426
16212,7118,JImmys Water Hole,Wildfire Daily Fire Perimeter,Image Interpretation,3859,2023/04/12 17:31:02+00,2023/04/20 21:46:13+00,2023/04/12 01:12:00+00,{46478233-5561-4686-B7BD-DE8C6BE0A315},,3533.342052,{3F6A171C-A75C-429B-9AB4-6E007D0D70F6},2023 NIFS,28023456,,DEFAULT,,2023/04/13 14:00:00+00,,wildcad,3859,1,PAMACC,35000,,,,,Minimal,,Spotting,,Undetermined,,,P6P4,,2023/04/11 20:12:00+00,Type 5 Incident,,100,0,0,0,PN,1522,EACC,2023/04/14 19:52:47+00,2023/04/13 12:00:00+00,2023/04/14 00:00:00+00,F,Type 5 IC,JImmys Water Hole,"Manchester Wildlife Management area, south of South Boundary Rd",WF,FI,39.98995,-74.4257,3529,,{46478233-5561-4686-B7BD-DE8C6BE0A315},,0,1,1,0,0,0,298,wildcad,100,100,Manchester Township,Ocean,PAMACC,34029,,,,DOD,Federal,,,,,,,EA24,FFS,NJNJS,US-NJ,,,Timber (Litter and Understory),Tall Grass (2.5 feet),9,2023-NJNJS-000298,,No Decision,,,,2023/04/12 17:30:54+00,2023/04/21 21:46:39+00,IRWIN,0,,,{62877341-0F4A-4901-874F-529B7C9C47EC},{78D41F34-7F49-4778-9DC3-F1FCA2BC03D0},0.320325186,-0.00150822
16215,5669,COWLEY,Wildfire Daily Fire Perimeter,Image Interpretation,9377,2023/04/02 19:56:48+00,2023/04/20 22:25:17+00,2023/04/02 23:29:00+00,{F5D2B8F3-46C1-46B3-AB50-A5DC27A048A1},,8842.569186,{AE0A1EE9-AB42-4131-9CA4-E35C4EF36218},2023 NIFS,28021952,,FIREREPORTING,,2023/04/10 15:59:59+00,2023/05/01 12:59:59+00,wildcad,9377,500,ARAOC,15000,,,,,Minimal,,Smoldering,Creeping,Human,,,P6AV,,2023/04/02 18:29:00+00,Type 3 Incident,2023/05/01 12:59:59+00,0,100,0,0,PA,1522,SACC,2023/04/10 16:14:32+00,2023/04/06 12:59:59+00,2023/04/10 15:00:00+00,F,Type 3 IC,COWLEY,"NE of Grainola, OK",WF,FI,36.94355,-96.59798,1300,,{F5D2B8F3-46C1-46B3-AB50-A5DC27A048A1},,0,1,0,0,0,1,738,wildcad,100,100,,Osage,ARAOC,40113,,,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,,,Tall Grass (2.5 feet),Timber (Litter and Understory),42,2023-OKOSA-000738,,No Decision,,,,2023/04/02 19:56:38+00,2023/05/01 14:08:51+00,IRWIN,0,,,{BCCF4DE1-22FF-4463-A1B4-18C7AA09BE4B},{46D97ACE-CC13-4FA4-B4BD-684AD77E43E6},0.476713514,-0.003621443
16216,8684,Ranger 0054 OD  ,Wildfire Daily Fire Perimeter,Phone/Tablet,37.68187609,2023/04/20 22:38:37+00,2023/05/04 21:41:23+00,2023/05/04 14:30:30+00,{EA088A6D-5B59-40E1-B839-1D378EB0C07B},,37.68173171,{A5AB320A-6EF8-4A8A-80C7-F7399B71B0EC},2023 NIFS,28024280,,DEFAULT,,2023/04/17 16:18:59+00,2023/05/04 20:48:00+00,wildcad,37,0.1,ORCOC,,,,,,,,,,Human,,,P6ZA,,2023/04/15 20:25:00+00,,2023/05/31 17:32:00+00,,,,,PN,1522,NWCC,,,,,,RANGER 0054 OD,,WF,FI,44.34716,-120.5419,,,{EA088A6D-5B59-40E1-B839-1D378EB0C07B},,0,1,0,0,0,,54,wildcade,,,,Crook,ORCOC,41013,,,,Private,Private,,,,,,,NW06,DOF,OR951S,US-OR,,,,,,2023-OR951S-000054,,No Decision,,,,2023/04/17 00:53:13+00,2023/05/31 18:07:18+00,IRWIN,0,,,{D92AAEE2-B499-412E-98F5-B9B25109FD59},{F072C010-F178-4DEB-BED8-06C43DEBF87C},0.029701814,-1.72E-05
16221,8597,Canyon Byway,Wildfire Daily Fire Perimeter,Mixed Methods,9.602334086,2023/04/20 16:37:13+00,2023/04/21 02:12:41+00,2023/04/20 16:37:13+00,{B09AA34F-4E6B-45E0-8C82-B980507D32BE},,9.602298261,{24B91D5D-4B7C-42EA-AA85-8DDA1C4CCDD9},2023 NIFS,28023520,,FIREREPORTING,,2023/04/06 21:00:00+00,,wildcad,10.3,0.1,UTMFC,,,,,,,,,,Human,,,P6Q5,,2023/04/06 17:29:59+00,,2023/04/12 19:40:00+00,,,,,,,GBCC,,,,,,Canyon Byway,,WF,FI,39.35127,-111.0094,11.5,,{B09AA34F-4E6B-45E0-8C82-B980507D32BE},,0,1,0,1,1,,23020,wildcad,,,,Emery,UTMFC,49015,,,,Private,Private,,,,,,,GB31,DFF,UTSES,US-UT,,,,,,2023-UTSES-023020,,No Decision,,,,2023/04/12 19:40:26+00,2023/04/12 19:45:20+00,IRWIN,0,,,{BA7D8C1A-7881-42C9-B093-0BA185157358},{96F83886-BF07-4279-A7B8-A87AA6CAB109},0.014778854,-4.06E-06
16229,8743,20 Mile Fire,Wildfire Daily Fire Perimeter,Digitized-Image,0.1,2023/04/21 13:35:33+00,2023/04/21 13:45:23+00,2023/04/21 18:32:44+00,{4F11644A-C664-4FE9-B572-9D9344D9184A},,0.133445732,{0BD9CD31-D9E2-4B73-A4BE-AA1E3C442945},2023 NIFS,28025161,,DEFAULT,,,,INFORM_Inspector,0.1,0.1,VAVIC,,,,,,,,,,,,,P67R,,2023/04/21 13:32:45+00,,,,,,,,,SACC,,,,,,20 Mile Fire,,WF,FI,,,,,{4F11644A-C664-4FE9-B572-9D9344D9184A},,0,0,,,,,230018,firecode,,,,Prince William,VAVIC,51153,NPS,VAPWP,,NPS,Federal,,,,,,,SA30,NPS,VAPWP,US-VA,,,,,,2023-VAPWP-230018,,No Decision,,,,2023/04/21 13:35:28+00,2023/04/21 13:35:33+00,IRWIN,0,,,{927BDC09-1E0C-4C35-B7B8-89741B4BB7AF},{80A1DD51-7204-454D-97AA-788033F76A98},0.001070571,-5.58E-08
16231,5627,TIMBER HILL,Wildfire Daily Fire Perimeter,Image Interpretation,8115,2023/04/02 14:56:03+00,2023/04/21 15:33:24+00,2023/04/01 00:00:00+00,{B5D2FECA-8054-43D4-A70C-132A83C3AB99},,7478.503002,{8FC4AD42-6991-414D-81B2-B5B9EB087DF7},2023 NIFS,28021909,,FIREREPORTING,,2023/04/12 18:59:59+00,2023/04/17 15:30:00+00,wildcad,8115,8000,ARAOC,45000,,,,,Minimal,,Smoldering,Creeping,Human,,,P6AB,,2023/03/31 18:59:59+00,Type 3 Incident,2023/04/17 15:30:00+00,0,100,0,0,PA,1522,SACC,2023/04/12 19:50:27+00,2023/04/11 12:59:59+00,2023/04/12 17:00:00+00,F,Type 3 IC,TIMBER HILL,South of Hwy 60,WF,FI,36.66217,-96.43076,3830,,{B5D2FECA-8054-43D4-A70C-132A83C3AB99},,0,1,0,0,0,0,732,wildcad,100,100,,Osage,ARAOC,40113,,,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,,,Tall Grass (2.5 feet),Timber (Litter and Understory),44,2023-OKOSA-000732,,No Decision,,,,2023/04/02 14:55:56+00,2023/04/17 15:39:33+00,IRWIN,0,,,{3E7A30E3-DF73-4E8A-9FD3-F803D2A06A91},{A9F34B52-CE6F-4E08-A3A8-A2151F17DAE3},0.734821141,-0.003049785
16232,8756,WMA-FCN 20 21 25-DFG-RX,Wildfire Daily Fire Perimeter,Hand Sketch,75,2023/04/21 15:55:48+00,2023/04/21 15:57:53+00,2023/04/19 19:45:50+00,{132701D9-E96F-404E-975D-D12AFDEAA690},,70.79090545,{E1CEABBF-8ED3-48E5-A140-2211F1BCB438},2023 NIFS,28025175,,DEFAULT,,,,INFORM_Inspector,75,75,NHNEC,,,,,,,,,,,,,,,2023/04/19 14:45:50+00,,,,,,,,,EACC,,,,,,WMA-FCN 20 21 25-DFG-RX,,RX,FI,,,,,{132701D9-E96F-404E-975D-D12AFDEAA690},,0,0,,,,,DFW-RX09,INFORM_Inspector,,,,Barnstable,NHNEC,25001,FFC,MAMAS,,State,Other,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2023-MAMAS-DFW-RX09,,No Decision,,,,2023/04/21 15:55:33+00,2023/04/21 15:55:33+00,IRWIN,0,,,{C7320739-0487-492C-AA17-18787127D6E6},{99B867D8-F64B-4F07-92C3-20A3C1867211},0.026971916,-3.10E-05
16233,8761,Frances Crane WMA-26-31-DFG-RX,Prescribed Fire,Hand Sketch,105.07,2023/04/21 16:06:07+00,2023/04/21 16:06:07+00,,{610E5446-BFF2-484B-B24F-5240CA42DCC9},,105.0739561,{5C9ADA90-55E0-45E2-8D02-4CC148BD1256},2023 NIFS,28025181,,DEFAULT,,,,INFORM_Inspector,105,105,NHNEC,,,,,,,,,,,,,,,2023/04/20 15:00:17+00,,,,,,,,,EACC,,,,,,Frances Crane WMA-26-31-DFG-RX,,RX,FI,,,,,{610E5446-BFF2-484B-B24F-5240CA42DCC9},,0,0,,,,,DFG-RX-10,INFORM_Inspector,,,,Barnstable,NHNEC,25001,FFC,MAMAS,,State,Other,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2023-MAMAS-DFG-RX-10,,No Decision,,,,2023/04/21 16:03:13+00,2023/04/21 16:03:13+00,IRWIN,0,,,{948429DA-D24F-44FB-8D3C-4B3A764F20E4},{DE7BCF3C-E29E-4BD8-A80A-0FF440395DF2},0.038322885,-4.60E-05
16234,6316,Del Porto,Wildfire Daily Fire Perimeter,Image Interpretation,1000,2023/04/08 00:34:18+00,2023/04/21 16:15:11+00,2023/04/08 01:38:00+00,{E4D393F1-507F-45B4-93B1-97AD2CDC43F5},,2834.65398,{F471D792-47A8-4F43-A172-97379F36BE95},2023 NIFS,28022673,,ICS209,,,,wildcad,6500,1000,SDGPC,0,,,,,Minimal,Smoldering,,,Human,,,P6HM,,2023/04/07 20:38:00+00,Type 4 Incident,,0,100,0,0,PN,1522,RMCC,2023/04/11 22:41:50+00,2023/04/11 12:59:59+00,2023/04/11 21:00:00+00,F,Type 4 IC,Del Porto,"32 miles S Broken Bow, NE",WF,FI,41.84495,-99.78263,3000,,{E4D393F1-507F-45B4-93B1-97AD2CDC43F5},,0,1,0,0,0,0,230150,ics209,100,100,Millbourne,Blaine,SDGPC,31009,,,,Private,Private,,,,,,,RM26,SFS,NENES,US-NE,,,Short Grass (1 foot),,2,2023-NENES-230150,,No Decision,,,,2023/04/08 00:34:02+00,2023/04/11 22:41:51+00,IRWIN,0,,,{FF1A6889-4C10-4C7D-8D64-0E4366F3C6D8},{0B21A95B-51C8-494D-92AC-6418276BEB4A},0.261414203,-0.001244222
16235,16432,Rte77 Fire,Wildfire Final Fire Perimeter,Auto-generated,0.4912603,2023/04/21 13:40:45+00,2023/04/21 13:40:45+00,2023/04/21 13:40:45+00,{10AE240A-494A-4A23-9ED8-00A1EC908ED7},{2500460F-A579-4C5B-9D6C-F81DD6102C51},0.491258347,,FFP,1787592,,CERTIFIED,,,,INFORM_Inspector,0.6,,PAMACC,,,,,2023/04/21 13:40:43+00,,,,,,,,P615,,2023/04/14 22:30:00+00,,2023/04/15 16:15:00+00,,,,,,,EACC,,,,,,Rte77 Fire,,WF,FI,,,,2023/04/14 22:44:59+00,,,,0,,,,,230015,INFORM_Inspector,,,,Frederick,PAMACC,24021,NPS,MDCAP,,NPS,Federal,,,,,,,,NPS,MDCAP,US-MD,Timber,TL9,,,,2023-MDCAP-230015,{2500460F-A579-4C5B-9D6C-F81DD6102C51},,,,,2023/04/17 19:49:28+00,2023/04/17 19:49:28+00,FODR,,,,{F4E9BB71-3233-4116-B4A9-4EAC0AB14EF9},{7FFD8468-9CC8-4561-9B66-06AD83402A1C},0.003113229,-2.09E-07
16236,6932,McCann,Wildfire Daily Fire Perimeter,Image Interpretation,7040,2023/04/11 19:45:55+00,2023/04/21 16:35:14+00,2023/04/12 00:38:00+00,{D89E91AD-0CC2-45A1-B908-8929E75900D2},,6924.000177,{1E14ADC5-FE50-4470-A4D7-9763A64A555C},2023 NIFS,28023277,,ICS209,,,,wildcad,7040,400,SDGPC,233298.77,,,,,Minimal,Smoldering,Smoldering,Spotting,Undetermined,,,P6NV,,2023/04/11 19:38:00+00,Type 4 Incident,,0,100,0,0,PN,1522,RMCC,2023/04/15 18:16:16+00,2023/04/14 21:59:59+00,2023/04/15 17:00:00+00,F,Type 4 IC,McCann,32 Miles W/SW Valentine NE,WF,FI,42.79303,-100.9629,,,{D89E91AD-0CC2-45A1-B908-8929E75900D2},,0,1,0,0,0,0,230154,ics209,100,100,Kilgore,Cherry,SDGPC,31031,,,,Private,Private,,,,,,,RM26,SFS,NENES,US-NE,,,Timber (Litter and Understory),Short Grass (1 foot),6,2023-NENES-230154,,No Decision,,,,2023/04/11 19:45:45+00,2023/04/15 18:16:17+00,IRWIN,0,,,{57AC7057-CE2E-47B9-9685-BF6C8B29A969},{8F232777-2661-4D64-9111-5BD31B054116},0.591950278,-0.00308568
16237,7136,Matthews,Wildfire Daily Fire Perimeter,Image Interpretation,115,2023/04/12 17:50:17+00,2023/04/21 16:54:42+00,2023/04/12 22:39:00+00,{68A1A9EC-7033-40C6-8EE1-A62D06C7FE7A},,115.3982307,{9724FB9C-ACA7-45DA-B8A6-219C3AA72EBD},2023 NIFS,28023474,,ICS209,,,,wildcad,360,0.1,SDGPC,0,,,,,Active,Creeping,Smoldering,,Undetermined,,,,,2023/04/12 17:39:00+00,Type 4 Incident,,0,100,0,0,,,RMCC,2023/04/12 20:07:05+00,2023/04/12 17:45:00+00,2023/04/12 19:44:59+00,F,Type 4 IC,Matthews,"Kingsbury County, 8 Miles S of DeSmet SD",WF,FI,44.2674,-97.54597,,,{68A1A9EC-7033-40C6-8EE1-A62D06C7FE7A},,0,1,0,0,0,0,230160,ics209,100,100,,Kingsbury,SDGPC,46077,,,,Private,Private,,,,,,,RM23,DWF,SDSDS,US-SD,,,Short Grass (1 foot),Tall Grass (2.5 feet),67,2023-SDSDS-230160,,No Decision,,,,2023/04/12 17:50:09+00,2023/04/12 20:07:06+00,IRWIN,0,,,{B3FC6E10-0849-416C-9D94-6DE5DF02685D},{8A549050-A56B-4872-9CCE-FD6D030B6738},0.042861757,-5.26E-05
16239,8777,FD0100058,Wildfire Daily Fire Perimeter,Auto-generated,0.25,2023/04/21 17:31:48+00,2023/04/21 17:49:26+00,2023/04/21 21:59:59+00,{C1CFEA19-AA1E-4868-88BD-82F3469AC218},,0.241125682,{E7AE66FC-EF6A-4CA5-B260-CBD66A5E21A3},2023 NIFS,28025199,,DEFAULT,,,,INFORM_Mobile,0.25,,NHNEC,,,,,,,,,,Human,Undetermined (remarks required),,,,2023/04/21 17:00:00+00,,,,,,,,,EACC,,,,,,FD0100058,,WF,FI,,,,,{C1CFEA19-AA1E-4868-88BD-82F3469AC218},,0,,,,,,FD0100058,INFORM_Mobile,,,,Barnstable,NHNEC,25001,FFC,MAMAS,,State,Other,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2023-MAMAS-FD0100058,,No Decision,,,,2023/04/21 17:31:41+00,2023/04/21 18:25:01+00,IRWIN,0,,,{B45DA1BE-3B85-45AB-80BC-89F2E90EAE8F},{DCE91331-FDA0-41CB-AE1D-B62D4B67A923},0.001791395,-1.05E-07
16240,8796,Hicks,Wildfire Daily Fire Perimeter,Mixed Methods,65.43489831,2023/04/21 19:38:26+00,2023/04/21 19:39:52+00,2023/04/20 00:39:03+00,{9A37FD85-DE6B-46E5-9AE8-80987B3642A2},,65.4351792,{DF6C7AA0-EE58-4891-BDF1-506B07D2F874},2023 NIFS,28024948,,DEFAULT,,2023/04/20 23:48:59+00,,firesponse,66,66,TXTIC,,,,,,,,,,Human,Recreation and ceremony,Other (remarks required),,,2023/04/19 19:39:04+00,Type 5 Incident,,,,,,,,SACC,,,,,,Hicks,,WF,FI,32.2315,-101.5556667,,,{9A37FD85-DE6B-46E5-9AE8-80987B3642A2},,0,,,,,0,231665,firesponse,100,,,Howard,TXTIC,48227,State,TXTXS,,Private,Private,,,,,,,SA09,SFS,TXTXS,US-TX,,,Short Grass (1 foot),,,2023-TXTXS-231665,,No Decision,,,,2023/04/20 01:07:28+00,2023/04/20 23:49:40+00,IRWIN,0,,,{ADB5C82C-BADF-472D-AFCA-31C1F27E35FB},{470C1A5D-D94B-4FC8-A475-0D2D9A79A781},0.038150868,-2.53E-05
16242,8779,Pool Hollow,Wildfire Daily Fire Perimeter,GPS-Walked,1445.568293,2023/04/21 18:15:55+00,2023/04/25 13:05:33+00,2023/04/20 23:38:00+00,{9C8EBCAF-127A-4BA7-8D7B-BB1F2C1B5718},,1445.562551,{FAEE5B11-8908-4270-906E-3DE3E0F4C741},2023 NIFS,28025203,,DEFAULT,,,,wildcad,1200,1,PAMACC,175000,,,,,Moderate,,Wind Driven Runs,Creeping,Undetermined,,,,,2023/04/20 18:38:00+00,Type 3 Incident,,0,100,0,0,,,EACC,2023/04/24 20:46:03+00,2023/04/21 20:00:00+00,2023/04/22 20:00:00+00,F,Type 4 IC,Pool Hollow,"State Game Land 33 - five miles south of Phillipsburg, PA",WF,FI,40.806944,-78.193889,1200,,{9C8EBCAF-127A-4BA7-8D7B-BB1F2C1B5718},,0,0,0,0,0,0,359,wildcad,100,100,Phillipsburg,Centre,PAMACC,42027,FFP,PAPAS,,State,Other,,,,,,,EA19,FFP,PAPAS,US-PA,,,Medium Logging Slash,Hardwood Litter,41,2023-PAPAS-000359,,No Decision,,,,2023/04/21 18:15:48+00,2023/04/27 12:58:14+00,IRWIN,0,,,{12D0F71E-1F87-4A33-8C4C-D7C4CF527247},{BFCDD558-0A84-4728-A467-6224D211FF96},0.157924051,-0.000624328
